date,lineage,model_freq,obs_freq,obs_count,dot_size
2022-02-14,EG.1,1.5151182e-32,0.0,0,
2022-02-15,EG.1,2.046724e-32,0.0,0,
2022-02-16,EG.1,2.7646363e-32,0.0,0,
2022-02-17,EG.1,3.733978e-32,0.0,0,
2022-02-18,EG.1,5.042759e-32,0.0,0,
2022-02-19,EG.1,6.809617e-32,0.0,0,
2022-02-20,EG.1,9.194755e-32,0.0,0,
2022-02-21,EG.1,1.2413889e-31,0.0,0,
2022-02-22,EG.1,1.6758612e-31,0.0,0,
2022-02-23,EG.1,2.2621357e-31,0.0,0,
2022-02-24,EG.1,3.0532114e-31,0.0,0,
2022-02-25,EG.1,4.1204933e-31,0.0,0,
2022-02-26,EG.1,5.5602246e-31,0.0,0,
2022-02-27,EG.1,7.502202e-31,0.0,0,
2022-02-28,EG.1,1.01211935e-30,0.0,0,
2022-03-01,EG.1,1.3653009e-30,0.0,0,
2022-03-02,EG.1,1.8414826e-30,0.0,0,
2022-03-03,EG.1,2.4834703e-30,0.0,0,
2022-03-04,EG.1,3.3488006e-30,0.0,0,
2022-03-05,EG.1,4.515065e-30,0.0,0,
2022-03-06,EG.1,6.0866236e-30,0.0,0,
2022-03-07,EG.1,8.2040884e-30,0.0,0,
2022-03-08,EG.1,1.1056561e-29,0.0,0,
2022-03-09,EG.1,1.4898625e-29,0.0,0,
2022-03-10,EG.1,2.0072626e-29,0.0,0,
2022-03-11,EG.1,2.7039274e-29,0.0,0,
2022-03-12,EG.1,3.641736e-29,0.0,0,
2022-03-13,EG.1,4.9039626e-29,0.0,0,
2022-03-14,EG.1,6.6025844e-29,0.0,0,
2022-03-15,EG.1,8.887899e-29,0.0,0,
2022-03-16,EG.1,1.1961885e-28,0.0,0,
2022-03-17,EG.1,1.6095941e-28,0.0,0,
2022-03-18,EG.1,2.165431e-28,0.0,0,
2022-03-19,EG.1,2.912585e-28,0.0,0,
2022-03-20,EG.1,3.916678e-28,0.0,0,
2022-03-21,EG.1,5.2657645e-28,0.0,0,
2022-03-22,EG.1,7.077813e-28,0.0,0,
2022-03-23,EG.1,9.511105e-28,0.0,0,
2022-03-24,EG.1,1.2777751e-27,0.0,0,
2022-03-25,EG.1,1.7161835e-27,0.0,0,
2022-03-26,EG.1,2.3043779e-27,0.0,0,
2022-03-27,EG.1,3.0932923e-27,0.0,0,
2022-03-28,EG.1,4.15112e-27,0.0,0,
2022-03-29,EG.1,5.5689713e-27,0.0,0,
2022-03-30,EG.1,7.46876e-27,0.0,0,
2022-03-31,EG.1,1.0013442e-26,0.0,0,
2022-04-01,EG.1,1.3420618e-26,0.0,0,
2022-04-02,EG.1,1.798079e-26,0.0,0,
2022-04-03,EG.1,2.4081953e-26,0.0,0,
2022-04-04,EG.1,3.2241325e-26,0.0,0,
2022-04-05,EG.1,4.3148538e-26,0.0,0,
2022-04-06,EG.1,5.7722826e-26,0.0,0,
2022-04-07,EG.1,7.7188554e-26,0.0,0,
2022-04-08,EG.1,1.0317513e-25,0.0,0,
2022-04-09,EG.1,1.3784982e-25,0.0,0,
2022-04-10,EG.1,1.8409572e-25,0.0,0,
2022-04-11,EG.1,2.4574159e-25,0.0,0,
2022-04-12,EG.1,3.2787495e-25,0.0,0,
2022-04-13,EG.1,4.372442e-25,0.0,0,
2022-04-14,EG.1,5.8279855e-25,0.0,0,
2022-04-15,EG.1,7.7640676e-25,0.0,0,
2022-04-16,EG.1,1.0337749e-24,0.0,0,
2022-04-17,EG.1,1.3757084e-24,0.0,0,
2022-04-18,EG.1,1.829702e-24,0.0,0,
2022-04-19,EG.1,2.4321193e-24,0.0,0,
2022-04-20,EG.1,3.2309623e-24,0.0,0,
2022-04-21,EG.1,4.2895676e-24,0.0,0,
2022-04-22,EG.1,5.6914965e-24,0.0,0,
2022-04-23,EG.1,7.5468e-24,0.0,0,
2022-04-24,EG.1,1.0000341e-23,0.0,0,
2022-04-25,EG.1,1.3242736e-23,0.0,0,
2022-04-26,EG.1,1.7524506e-23,0.0,0,
2022-04-27,EG.1,2.3174624e-23,0.0,0,
2022-04-28,EG.1,3.062463e-23,0.0,0,
2022-04-29,EG.1,4.0440345e-23,0.0,0,
2022-04-30,EG.1,5.336316e-23,0.0,0,
2022-05-01,EG.1,7.0362183e-23,0.0,0,
2022-05-02,EG.1,9.2705375e-23,0.0,0,
2022-05-03,EG.1,1.2204913e-22,0.0,0,
2022-05-04,EG.1,1.6055268e-22,0.0,0,
2022-05-05,EG.1,2.1103275e-22,0.0,0,
2022-05-06,EG.1,2.7715766e-22,0.0,0,
2022-05-07,EG.1,3.6369757e-22,0.0,0,
2022-05-08,EG.1,4.768539e-22,0.0,0,
2022-05-09,EG.1,6.2467666e-22,0.0,0,
2022-05-10,EG.1,8.1760826e-22,0.0,0,
2022-05-11,EG.1,1.069174e-21,0.0,0,
2022-05-12,EG.1,1.3968699e-21,0.0,0,
2022-05-13,EG.1,1.8233232e-21,0.0,0,
2022-05-14,EG.1,2.377742e-21,0.0,0,
2022-05-15,EG.1,3.097772e-21,0.0,0,
2022-05-16,EG.1,4.0319303e-21,0.0,0,
2022-05-17,EG.1,5.242591e-21,0.0,0,
2022-05-18,EG.1,6.8099445e-21,0.0,0,
2022-05-19,EG.1,8.836737e-21,0.0,0,
2022-05-20,EG.1,1.1454824e-20,0.0,0,
2022-05-21,EG.1,1.4832785e-20,0.0,0,
2022-05-22,EG.1,1.9185932e-20,0.0,0,
2022-05-23,EG.1,2.4789136e-20,0.0,0,
2022-05-24,EG.1,3.1992402e-20,0.0,0,
2022-05-25,EG.1,4.1241183e-20,0.0,0,
2022-05-26,EG.1,5.310068e-20,0.0,0,
2022-05-27,EG.1,6.8287857e-20,0.0,0,
2022-05-28,EG.1,8.7710083e-20,0.0,0,
2022-05-29,EG.1,1.1251439e-19,0.0,0,
2022-05-30,EG.1,1.4414639e-19,0.0,0,
2022-05-31,EG.1,1.8442611e-19,0.0,0,
2022-06-01,EG.1,2.356445e-19,0.0,0,
2022-06-02,EG.1,3.0067007e-19,0.0,0,
2022-06-03,EG.1,3.830969e-19,0.0,0,
2022-06-04,EG.1,4.874159e-19,0.0,0,
2022-06-05,EG.1,6.192305e-19,0.0,0,
2022-06-06,EG.1,7.8550555e-19,0.0,0,
2022-06-07,EG.1,9.949009e-19,0.0,0,
2022-06-08,EG.1,1.2581522e-18,0.0,0,
2022-06-09,EG.1,1.5885264e-18,0.0,0,
2022-06-10,EG.1,2.0024134e-18,0.0,0,
2022-06-11,EG.1,2.5199898e-18,0.0,0,
2022-06-12,EG.1,3.1661082e-18,0.0,0,
2022-06-13,EG.1,3.971186e-18,0.0,0,
2022-06-14,EG.1,4.9725243e-18,0.0,0,
2022-06-15,EG.1,6.215695e-18,0.0,0,
2022-06-16,EG.1,7.7563154e-18,0.0,0,
2022-06-17,EG.1,9.662009e-18,0.0,0,
2022-06-18,EG.1,1.2015039e-17,0.0,0,
2022-06-19,EG.1,1.4915251e-17,0.0,0,
2022-06-20,EG.1,1.8483395e-17,0.0,0,
2022-06-21,EG.1,2.2865608e-17,0.0,0,
2022-06-22,EG.1,2.82383e-17,0.0,0,
2022-06-23,EG.1,3.4814172e-17,0.0,0,
2022-06-24,EG.1,4.2849087e-17,0.0,0,
2022-06-25,EG.1,5.265088e-17,0.0,0,
2022-06-26,EG.1,6.458929e-17,0.0,0,
2022-06-27,EG.1,7.9106955e-17,0.0,0,
2022-06-28,EG.1,9.673499e-17,0.0,0,
2022-06-29,EG.1,1.1810875e-16,0.0,0,
2022-06-30,EG.1,1.4398827e-16,0.0,0,
2022-07-01,EG.1,1.7527993e-16,0.0,0,
2022-07-02,EG.1,2.1306694e-16,0.0,0,
2022-07-03,EG.1,2.58641e-16,0.0,0,
2022-07-04,EG.1,3.1354153e-16,0.0,0,
2022-07-05,EG.1,3.7960022e-16,0.0,0,
2022-07-06,EG.1,4.589995e-16,0.0,0,
2022-07-07,EG.1,5.5433505e-16,0.0,0,
2022-07-08,EG.1,6.6868857e-16,0.0,0,
2022-07-09,EG.1,8.0572686e-16,0.0,0,
2022-07-10,EG.1,9.698014e-16,0.0,0,
2022-07-11,EG.1,1.1660839e-15,0.0,0,
2022-07-12,EG.1,1.400698e-15,0.0,0,
2022-07-13,EG.1,1.6809161e-15,0.0,0,
2022-07-14,EG.1,2.0153703e-15,0.0,0,
2022-07-15,EG.1,2.4142612e-15,0.0,0,
2022-07-16,EG.1,2.889698e-15,0.0,0,
2022-07-17,EG.1,3.4560232e-15,0.0,0,
2022-07-18,EG.1,4.130225e-15,0.0,0,
2022-07-19,EG.1,4.9323664e-15,0.0,0,
2022-07-20,EG.1,5.8862323e-15,0.0,0,
2022-07-21,EG.1,7.0199456e-15,0.0,0,
2022-07-22,EG.1,8.366801e-15,0.0,0,
2022-07-23,EG.1,9.966058e-15,0.0,0,
2022-07-24,EG.1,1.1864215e-14,0.0,0,
2022-07-25,EG.1,1.41162665e-14,0.0,0,
2022-07-26,EG.1,1.6786978e-14,0.0,0,
2022-07-27,EG.1,1.995306e-14,0.0,0,
2022-07-28,EG.1,2.3704986e-14,0.0,0,
2022-07-29,EG.1,2.8149712e-14,0.0,0,
2022-07-30,EG.1,3.341316e-14,0.0,0,
2022-07-31,EG.1,3.9644242e-14,0.0,0,
2022-08-01,EG.1,4.7018735e-14,0.0,0,
2022-08-02,EG.1,5.5743306e-14,0.0,0,
2022-08-03,EG.1,6.6062525e-14,0.0,0,
2022-08-04,EG.1,7.826421e-14,0.0,0,
2022-08-05,EG.1,9.268819e-14,0.0,0,
2022-08-06,EG.1,1.0973397e-13,0.0,0,
2022-08-07,EG.1,1.2987335e-13,0.0,0,
2022-08-08,EG.1,1.5366147e-13,0.0,0,
2022-08-09,EG.1,1.8175319e-13,0.0,0,
2022-08-10,EG.1,2.1491818e-13,0.0,0,
2022-08-11,EG.1,2.540632e-13,0.0,0,
2022-08-12,EG.1,3.0025765e-13,0.0,0,
2022-08-13,EG.1,3.547559e-13,0.0,0,
2022-08-14,EG.1,4.190371e-13,0.0,0,
2022-08-15,EG.1,4.948406e-13,0.0,0,
2022-08-16,EG.1,5.8421513e-13,0.0,0,
2022-08-17,EG.1,6.8956066e-13,0.0,0,
2022-08-18,EG.1,8.137083e-13,0.0,0,
2022-08-19,EG.1,9.599855e-13,0.0,0,
2022-08-20,EG.1,1.1322913e-12,0.0,0,
2022-08-21,EG.1,1.3352196e-12,0.0,0,
2022-08-22,EG.1,1.5741602e-12,0.0,0,
2022-08-23,EG.1,1.8554529e-12,0.0,0,
2022-08-24,EG.1,2.1865136e-12,0.0,0,
2022-08-25,EG.1,2.5760776e-12,0.0,0,
2022-08-26,EG.1,3.03438e-12,0.0,0,
2022-08-27,EG.1,3.5734484e-12,0.0,0,
2022-08-28,EG.1,4.207342e-12,0.0,0,
2022-08-29,EG.1,4.9526004e-12,0.0,0,
2022-08-30,EG.1,5.8286032e-12,0.0,0,
2022-08-31,EG.1,6.8580185e-12,0.0,0,
2022-09-01,EG.1,8.067447e-12,0.0,0,
2022-09-02,EG.1,9.48804e-12,0.0,0,
2022-09-03,EG.1,1.11563215e-11,0.0,0,
2022-09-04,EG.1,1.31149e-11,0.0,0,
2022-09-05,EG.1,1.5413785e-11,0.0,0,
2022-09-06,EG.1,1.811148e-11,0.0,0,
2022-09-07,EG.1,2.1276234e-11,0.0,0,
2022-09-08,EG.1,2.4987987e-11,0.0,0,
2022-09-09,EG.1,2.9340155e-11,0.0,0,
2022-09-10,EG.1,3.4441932e-11,0.0,0,
2022-09-11,EG.1,4.0420514e-11,0.0,0,
2022-09-12,EG.1,4.7424654e-11,0.0,0,
2022-09-13,EG.1,5.56279e-11,0.0,0,
2022-09-14,EG.1,6.523292e-11,0.0,0,
2022-09-15,EG.1,7.647511e-11,0.0,0,
2022-09-16,EG.1,8.962974e-11,0.0,0,
2022-09-17,EG.1,1.05017335e-10,0.0,0,
2022-09-18,EG.1,1.2301009e-10,0.0,0,
2022-09-19,EG.1,1.4404203e-10,0.0,0,
2022-09-20,EG.1,1.6861794e-10,0.0,0,
2022-09-21,EG.1,1.9732484e-10,0.0,0,
2022-09-22,EG.1,2.3084294e-10,0.0,0,
2022-09-23,EG.1,2.6996375e-10,0.0,0,
2022-09-24,EG.1,3.1560554e-10,0.0,0,
2022-09-25,EG.1,3.6883469e-10,0.0,0,
2022-09-26,EG.1,4.3088194e-10,0.0,0,
2022-09-27,EG.1,5.0317844e-10,0.0,0,
2022-09-28,EG.1,5.8737987e-10,0.0,0,
2022-09-29,EG.1,6.8539646e-10,0.0,0,
2022-09-30,EG.1,7.9944024e-10,0.0,0,
2022-10-01,EG.1,9.32067e-10,0.0,0,
2022-10-02,EG.1,1.0862271e-9,0.0,0,
2022-10-03,EG.1,1.2653134e-9,0.0,0,
2022-10-04,EG.1,1.4732447e-9,0.0,0,
2022-10-05,EG.1,1.714538e-9,0.0,0,
2022-10-06,EG.1,1.9943664e-9,0.0,0,
2022-10-07,EG.1,2.318697e-9,0.0,0,
2022-10-08,EG.1,2.6943754e-9,0.0,0,
2022-10-09,EG.1,3.1292628e-9,0.0,0,
2022-10-10,EG.1,3.6323404e-9,0.0,0,
2022-10-11,EG.1,4.213917e-9,0.0,0,
2022-10-12,EG.1,4.885782e-9,0.0,0,
2022-10-13,EG.1,5.661419e-9,0.0,0,
2022-10-14,EG.1,6.556168e-9,0.0,0,
2022-10-15,EG.1,7.58757e-9,0.0,0,
2022-10-16,EG.1,8.775635e-9,0.0,0,
2022-10-17,EG.1,1.0143007e-8,0.0,0,
2022-10-18,EG.1,1.1715554e-8,0.0,0,
2022-10-19,EG.1,1.3522597e-8,0.0,0,
2022-10-20,EG.1,1.5597434e-8,0.0,0,
2022-10-21,EG.1,1.7977653e-8,0.0,0,
2022-10-22,EG.1,2.0705901e-8,0.0,0,
2022-10-23,EG.1,2.3830474e-8,0.0,0,
2022-10-24,EG.1,2.740556e-8,0.0,0,
2022-10-25,EG.1,3.1492633e-8,0.0,0,
2022-10-26,EG.1,3.6160717e-8,0.0,0,
2022-10-27,EG.1,4.148778e-8,0.0,0,
2022-10-28,EG.1,4.7560842e-8,0.0,0,
2022-10-29,EG.1,5.447815e-8,0.0,0,
2022-10-30,EG.1,6.2349706e-8,0.0,0,
2022-10-31,EG.1,7.129897e-8,0.0,0,
2022-11-01,EG.1,8.146332e-8,0.0,0,
2022-11-02,EG.1,9.299709e-8,0.0,0,
2022-11-03,EG.1,1.0607284e-7,0.0,0,
2022-11-04,EG.1,1.2088162e-7,0.0,0,
2022-11-05,EG.1,1.3763785e-7,0.0,0,
2022-11-06,EG.1,1.565799e-7,0.0,0,
2022-11-07,EG.1,1.7797214e-7,0.0,0,
2022-11-08,EG.1,2.0210946e-7,0.0,0,
2022-11-09,EG.1,2.2931816e-7,0.0,0,
2022-11-10,EG.1,2.599612e-7,0.0,0,
2022-11-11,EG.1,2.944402e-7,0.0,0,
2022-11-12,EG.1,3.3319935e-7,0.0,0,
2022-11-13,EG.1,3.7673217e-7,0.0,0,
2022-11-14,EG.1,4.255815e-7,0.0,0,
2022-11-15,EG.1,4.803499e-7,0.0,0,
2022-11-16,EG.1,5.416999e-7,0.0,0,
2022-11-17,EG.1,6.1036496e-7,0.0,0,
2022-11-18,EG.1,6.871508e-7,0.0,0,
2022-11-19,EG.1,7.72948e-7,0.0,0,
2022-11-20,EG.1,8.68735e-7,0.0,0,
2022-11-21,EG.1,9.755861e-7,0.0,0,
2022-11-22,EG.1,1.0946878e-6,0.0,0,
2022-11-23,EG.1,1.2273372e-6,0.0,0,
2022-11-24,EG.1,1.3749641e-6,0.0,0,
2022-11-25,EG.1,1.5391305e-6,0.0,0,
2022-11-26,EG.1,1.721557e-6,0.0,0,
2022-11-27,EG.1,1.9241181e-6,0.0,0,
2022-11-28,EG.1,2.1488772e-6,0.0,0,
2022-11-29,EG.1,2.3980829e-6,0.0,0,
2022-11-30,EG.1,2.6741886e-6,0.0,0,
2022-12-01,EG.1,2.9798916e-6,0.0,0,
2022-12-02,EG.1,3.3181136e-6,0.0,0,
2022-12-03,EG.1,3.6920617e-6,0.0,0,
2022-12-04,EG.1,4.105207e-6,0.0,0,
2022-12-05,EG.1,4.5613515e-6,0.0,0,
2022-12-06,EG.1,5.064603e-6,0.0,0,
2022-12-07,EG.1,5.6194554e-6,0.0,0,
2022-12-08,EG.1,6.2307563e-6,0.0,0,
2022-12-09,EG.1,6.9037637e-6,0.0,0,
2022-12-10,EG.1,7.644198e-6,0.0,0,
2022-12-11,EG.1,8.458206e-6,0.0,0,
2022-12-12,EG.1,9.352472e-6,0.0,0,
2022-12-13,EG.1,0.0000103341545,0.0,0,
2022-12-14,EG.1,0.000011411025,0.0,0,
2022-12-15,EG.1,0.00001259137,0.0,0,
2022-12-16,EG.1,0.0000138841815,0.0,0,
2022-12-17,EG.1,0.000015299012,0.0,0,
2022-12-18,EG.1,0.000016846114,0.0,0,
2022-12-19,EG.1,0.0000185365,0.0,0,
2022-12-20,EG.1,0.00002038181,0.0,0,
2022-12-21,EG.1,0.000022394575,0.0,0,
2022-12-22,EG.1,0.000024587931,0.0,0,
2022-12-23,EG.1,0.000026975984,0.0,0,
2022-12-24,EG.1,0.000029573492,0.0,0,
2022-12-25,EG.1,0.000032396187,0.0,0,
2022-12-26,EG.1,0.000035460456,0.0,0,
2022-12-27,EG.1,0.00003878354,0.0,0,
2022-12-28,EG.1,0.000042383628,0.0,0,
2022-12-29,EG.1,0.000046279478,0.0,0,
2022-12-30,EG.1,0.00005049083,0.0,0,
2022-12-31,EG.1,0.00005503788,0.0,0,
2023-01-01,EG.1,0.000059941838,0.0,0,
2023-01-02,EG.1,0.00006522415,0.0,0,
2023-01-03,EG.1,0.00007090727,0.0,0,
2023-01-04,EG.1,0.00007701375,0.0,0,
2023-01-05,EG.1,0.000083566534,0.0,0,
2023-01-06,EG.1,0.000090589274,0.0,0,
2023-01-07,EG.1,0.00009810531,0.0,0,
2023-01-08,EG.1,0.000106138614,0.0,0,
2023-01-09,EG.1,0.000114712486,0.0,0,
2023-01-10,EG.1,0.00012385077,0.0,0,
2023-01-11,EG.1,0.00013357631,0.0,0,
2023-01-12,EG.1,0.00014391239,0.0,0,
2023-01-13,EG.1,0.00015488091,0.0,0,
2023-01-14,EG.1,0.00016650326,0.0,0,
2023-01-15,EG.1,0.00017880081,0.0,0,
2023-01-16,EG.1,0.00019179285,0.0,0,
2023-01-17,EG.1,0.00020549893,0.0,0,
2023-01-18,EG.1,0.0002199361,0.0,0,
2023-01-19,EG.1,0.00023512165,0.0,0,
2023-01-20,EG.1,0.00025107036,0.0,0,
2023-01-21,EG.1,0.00026779718,0.0,0,
2023-01-22,EG.1,0.00028531416,0.0,0,
2023-01-23,EG.1,0.00030363243,0.0,0,
2023-01-24,EG.1,0.00032276337,0.0,0,
2023-01-25,EG.1,0.0003427142,0.0,0,
2023-01-26,EG.1,0.00036349404,0.0014985014985014985,3,1.7320508075688772
2023-01-27,EG.1,0.00038510843,0.0,0,
2023-01-28,EG.1,0.00040756332,0.0,0,
2023-01-29,EG.1,0.0004308621,0.0,0,
2023-01-30,EG.1,0.00045500978,0.00038595137012736397,1,1.0
2023-01-31,EG.1,0.00048000863,0.0,0,
2023-02-01,EG.1,0.0005058594,0.0,0,
2023-02-02,EG.1,0.0005325656,0.0,0,
2023-02-03,EG.1,0.0005601274,0.0,0,
2023-02-04,EG.1,0.00058854657,0.0,0,
2023-02-05,EG.1,0.00061782275,0.0007215007215007215,1,1.0
2023-02-06,EG.1,0.0006479599,0.0,0,
2023-02-07,EG.1,0.00067895546,0.0,0,
2023-02-08,EG.1,0.0007108143,0.0,0,
2023-02-09,EG.1,0.00074353785,0.0,0,
2023-02-10,EG.1,0.0007771259,0.0,0,
2023-02-11,EG.1,0.00081158464,0.0,0,
2023-02-12,EG.1,0.00084691565,0.0,0,
2023-02-13,EG.1,0.0008831262,0.0,0,
2023-02-14,EG.1,0.0009202194,0.0,0,
2023-02-15,EG.1,0.0009582036,0.0,0,
2023-02-16,EG.1,0.0009970838,0.0,0,
2023-02-17,EG.1,0.0010368706,0.0,0,
2023-02-18,EG.1,0.0010775717,0.0,0,
2023-02-19,EG.1,0.0011191957,0.0009813542688910696,1,1.0
2023-02-20,EG.1,0.0011617575,0.000550357732526142,1,1.0
2023-02-21,EG.1,0.0012052665,0.0005078720162519045,1,1.0
2023-02-22,EG.1,0.001249739,0.0,0,
2023-02-23,EG.1,0.001295183,0.0004570383912248629,1,1.0
2023-02-24,EG.1,0.0013416195,0.0,0,
2023-02-25,EG.1,0.0013890596,0.0,0,
2023-02-26,EG.1,0.0014375246,0.0,0,
2023-02-27,EG.1,0.0014870302,0.0,0,
2023-02-28,EG.1,0.0015375942,0.0,0,
2023-03-01,EG.1,0.0015892354,0.0011648223645894002,2,1.4142135623730951
2023-03-02,EG.1,0.0016419708,0.0009528346831824678,2,1.4142135623730951
2023-03-03,EG.1,0.0016958263,0.0007462686567164179,1,1.0
2023-03-04,EG.1,0.0017508169,0.001098901098901099,1,1.0
2023-03-05,EG.1,0.0018069705,0.0022172949002217295,2,1.4142135623730951
2023-03-06,EG.1,0.0018643019,0.0,0,
2023-03-07,EG.1,0.0019228446,0.0,0,
2023-03-08,EG.1,0.0019826093,0.0,0,
2023-03-09,EG.1,0.0020436195,0.0023885350318471337,3,1.7320508075688772
2023-03-10,EG.1,0.0021059057,0.0,0,
2023-03-11,EG.1,0.002169484,0.0025974025974025974,2,1.4142135623730951
2023-03-12,EG.1,0.002234385,0.0013568521031207597,1,1.0
2023-03-13,EG.1,0.0023006245,0.0007102272727272727,1,1.0
2023-03-14,EG.1,0.0023682388,0.000835421888053467,1,1.0
2023-03-15,EG.1,0.0024372328,0.0005291005291005291,1,1.0
2023-03-16,EG.1,0.0025076447,0.0,0,
2023-03-17,EG.1,0.0025794916,0.0010718113612004287,1,1.0
2023-03-18,EG.1,0.002652792,0.0,0,
2023-03-19,EG.1,0.0027275835,0.0,0,
2023-03-20,EG.1,0.002803861,0.0014398848092152627,2,1.4142135623730951
2023-03-21,EG.1,0.00288168,0.003355704697986577,4,2.0
2023-03-22,EG.1,0.0029610316,0.0,0,
2023-03-23,EG.1,0.0030419545,0.0018298261665141812,2,1.4142135623730951
2023-03-24,EG.1,0.0031244569,0.005393743257820928,5,2.23606797749979
2023-03-25,EG.1,0.0032085662,0.0,0,
2023-03-26,EG.1,0.0032942994,0.004531722054380665,3,1.7320508075688772
2023-03-27,EG.1,0.0033816686,0.005110732538330494,6,2.449489742783178
2023-03-28,EG.1,0.0034706905,0.001932367149758454,2,1.4142135623730951
2023-03-29,EG.1,0.0035613733,0.001238390092879257,2,1.4142135623730951
2023-03-30,EG.1,0.003653743,0.0011792452830188679,1,1.0
2023-03-31,EG.1,0.0037477985,0.0013966480446927375,1,1.0
2023-04-01,EG.1,0.0038435636,0.005226480836236934,3,1.7320508075688772
2023-04-02,EG.1,0.003941039,0.005385996409335727,3,1.7320508075688772
2023-04-03,EG.1,0.0040402315,0.003,3,1.7320508075688772
